"nbAct";"listAct";"crew_id"
8;"[20180807AF1788CDGSOF01,20180808AF1581LHRCDG01,20180809AF1029BLQCDG01,20180809AF1367FLRCDG01,20180807AF1789SOFCDG01,20180807AF1380CDGLHR01,20180809AF1366CDGFLR01,20180808AF1328CDGBLQ01]";"crew167"
8;"[20180809AF1788CDGSOF01,20180810AF1581LHRCDG01,20180811AF1029BLQCDG01,20180811AF1367FLRCDG01,20180809AF1789SOFCDG01,20180809AF1380CDGLHR01,20180811AF1366CDGFLR01,20180810AF1328CDGBLQ01]";"crew168"
6;"[20180807AF1511HAMCDG01,20180807AF1462CDGARN01,20180808AF1263ARNCDG01,20180808AF7637BODCDG01,20180808AF7634CDGBOD01,20180807AF1510CDGHAM01]";"crew169"
5;"[20180810AF1225LISCDG01,20180809AF1351CPHCDG01,20180810AF7621BODCDG01,20180809AF7622CDGBOD01,20180810AF1224CDGLIS01]";"crew170"
6;"[20180809AF7651LYSCDG01,20180808AF7669MRSCDG01,20180809AF1262CDGARN01,20180810AF1463ARNCDG01,20180808AF7652CDGLYS01,20180808AF7660CDGMRS01]";"crew171"
10;"[20180809AF1831MXPCDG01,20180810AF1631MXPCDG01,20180810AF7641LYSCDG01,20180809AF1611HAMCDG01,20180808AF7587FSCCDG01,20180808AF1510CDGHAM01,20180810AF7640CDGLYS01,20180808AF7586CDGFSC01,20180809AF1230CDGMXP01,20180809AF1830CDGMXP01]";"crew172"
5;"[20180810AF1823MUCCDG01,20180809AF1343GVACDG01,20180809AF1122CDGMUC01,20180810AF1350CDGCPH01,20180809AF1342CDGGVA01]";"crew173"
6;"[20180810AF1146CDGWAW01,20180811AF7737BESCDG01,20180811AF7625BODCDG01,20180811AF7620CDGBOD01,20180810AF1147WAWCDG01,20180810AF7738CDGBES01]";"crew174"
7;"[20180806AF1465LEDCDG01,20180807AF1281LHRCDG01,20180805AF1069MANCDG01,20180807AF1844CDGSVO01,20180805AF1664CDGLED01,20180808AF1745SVOCDG01,20180806AF1180CDGLHR01]";"crew175"
4;"[20180808AF7731NTECDG01,20180810AF1887EDICDG01,20180808AF7730CDGNTE01,20180808AF1886CDGEDI01]";"crew176"
1;"[20180805AF1355ALGCDG01]";"crew177"
3;"[20180805AF1889OTPCDG01,20180805AF7633BODCDG01,20180805AF7626CDGBOD01]";"crew178"
3;"[20180805AF1723MUCCDG01,20180805AF1051CPHCDG01,20180805AF1050CDGCPH01]";"crew179"
5;"[20180806AF1381LHRCDG01,20180806AF1723MUCCDG01,20180805AF1845SVOCDG01,20180805AF1580CDGLHR01,20180806AF1722CDGMUC01]";"crew180"
3;"[20180805AF1620CDGTLV01,20180805AF1351CPHCDG01,20180806AF1321TLVCDG01]";"crew181"
7;"[20180806AF7625BODCDG01,20180807AF1351CPHCDG01,20180806AF7651LYSCDG01,20180807AF1301MADCDG01,20180806AF7620CDGBOD01,20180807AF1300CDGMAD01,20180806AF1850CDGCPH01]";"crew182"
6;"[20180806AF1854CDGALG01,20180807AF1355ALGCDG01,20180806AF1089OTPCDG01,20180807AF1581LHRCDG01,20180807AF1580CDGLHR01,20180805AF1888CDGOTP01]";"crew183"
5;"[20180805AF1581LHRCDG01,20180806AF1029BLQCDG01,20180807AF1033ATHCDG01,20180806AF1532CDGATH01,20180805AF1328CDGBLQ01]";"crew184"
2;"[20180806AF1281LHRCDG01,20180806AF1280CDGLHR01]";"crew185"
4;"[20180808AF7651LYSCDG01,20180808AF1643GVACDG01,20180806A54126LYSBOD01,20180808AF1642CDGGVA01]";"crew186"
11;"[20180806AF1631MXPCDG01,20180805AF1423MUCCDG01,20180808AF1123MUCCDG01,20180808AF1723MUCCDG01,20180806AF1643GVACDG01,20180807AF1415ZRHCDG01,20180808AF1722CDGMUC01,20180807AF1722CDGMUC01,20180805AF1230CDGMXP01,20180806AF1614CDGZRH01,20180806AF1642CDGGVA01]";"crew187"
10;"[20180808AF7721NTECDG01,20180805AF1669MANCDG01,20180805AF1596CDGCMN01,20180805AF1668CDGMAN01,20180808AF1411HAMCDG01,20180806AF1497CMNCDG01,20180807AF1695BUDCDG01,20180806AF1294CDGBUD01,20180807AF7720CDGNTE01,20180808AF1410CDGHAM01]";"crew188"
12;"[20180807AF7649LYSCDG01,20180806AF1823MUCCDG01,20180808AF7739BESCDG01,20180805AF1253BGOCDG01,20180807AF1851CPHCDG01,20180805AF1252CDGBGO01,20180808AF1659PMICDG01,20180807AF7646CDGLYS01,20180805AF1122CDGMUC01,20180807AF7732CDGBES01,20180806AF1350CDGCPH01,20180808AF1658CDGPMI01]";"crew189"
4;"[20180807AF1887EDICDG01,20180805AF1495BUDCDG01,20180805AF1494CDGBUD01,20180805AF1886CDGEDI01]";"crew190"
6;"[20180807AF1354CDGALG01,20180807AF1597CMNCDG01,20180808AF1051CPHCDG01,20180808AF1855ALGCDG01,20180806AF1781LHRCDG01,20180808AF1050CDGCPH01]";"crew191"
6;"[20180808AF1168CDGMAN01,20180808AF1753KBPCDG01,20180808AF1169MANCDG01,20180807AF1259RBACDG01,20180806AF1358CDGRBA01,20180807AF1652CDGKBP01]";"crew192"
14;"[20180808A54027BODLYS01,20180808A54023BODLYS01,20180809AF1801MADCDG01,20180809AF7627BODCDG01,20180806AF1833ATHCDG01,20180809AF1800CDGMAD01,20180807A56182BODBIA01,20180807A56094LYSAJA01,20180806AF7648CDGLYS01,20180808A54126LYSBOD01,20180808A54028LYSBOD01,20180806AF1832CDGATH01,20180807A56030AJABOD01,20180807A56183BIABOD01]";"crew193"
10;"[20180807AF1596CDGCMN01,20180807AF1668CDGMAN01,20180807AF1669MANCDG01,20180810AF1831MXPCDG01,20180810AF7721NTECDG01,20180808AF1497CMNCDG01,20180809AF1695BUDCDG01,20180808AF1294CDGBUD01,20180809AF7720CDGNTE01,20180810AF1830CDGMXP01]";"crew194"
3;"[20180810AF1665LEDCDG01,20180809AF1081LHRCDG01,20180809AF1464CDGLED01]";"crew195"
4;"[20180809AF1443GVACDG01,20180810AF1615ZRHCDG01,20180810AF1239VIECDG01,20180810AF1238CDGVIE01]";"crew196"
5;"[20180810AF1351CPHCDG01,20180810AF1620CDGTLV01,20180808AF1681LHRCDG01,20180811AF1321TLVCDG01,20180808AF1680CDGLHR01]";"crew197"
6;"[20180808AF1191IBZCDG01,20180809AF1581LHRCDG01,_20180809AF452CDGAMM01,20180808AF1180CDGLHR01,20180808AF1190CDGIBZ01,_20180810AF487AMMCDG01]";"crew198"
8;"[20180808AF1462CDGARN01,20180811AF1781LHRCDG01,20180810AF1465LEDCDG01,20180808AF1291CTACDG01,20180809AF1263ARNCDG01,20180809AF1664CDGLED01,20180810AF1180CDGLHR01,20180808AF1290CDGCTA01]";"crew199"
14;"[20180808AF1184CDGTUN01,20180811AF1501MADCDG01,20180810A54023BODLYS01,20180810A54027BODLYS01,20180811AF7629BODCDG01,20180811AF1500CDGMAD01,20180809A56182BODBIA01,20180809A56094LYSAJA01,20180808AF1185TUNCDG01,20180808AF7648CDGLYS01,20180810A54126LYSBOD01,20180810A54028LYSBOD01,20180809A56030AJABOD01,20180809A56183BIABOD01]";"crew200"
9;"[20180811AF1411HAMCDG01,20180811AF7721NTECDG01,20180809AF7624CDGBOD01,20180810A53362NCENTE01,20180810AF6255BODORY01,20180811AF1410CDGHAM01,20180809AF7517TLSCDG01,20180809AF7516CDGTLS01,20180810AF6208ORYNCE01]";"crew201"
10;"[20180809AF1286CDGDBV01,20180812AF7725NTECDG01,20180812AF1291CTACDG01,20180810AF1495BUDCDG01,20180809AF1287DBVCDG01,20180809AF1694CDGBUD01,20180811A56071NTEAJA01,20180810AF7728CDGNTE01,20180811A56070AJANTE01,20180812AF1290CDGCTA01]";"crew202"
4;"[20180810AF1329BLQCDG01,20180809AF1289BRICDG01,20180809AF1288CDGBRI01,20180809AF1028CDGBLQ01]";"crew203"
3;"[20180811AF7683MPLCDG01,20180809AF1823MUCCDG01,20180810AF7684CDGMPL01]";"crew204"
8;"[20180808AF1262CDGARN01,20180808AF1631MXPCDG01,20180810AF1089OTPCDG01,20180809AF1463ARNCDG01,20180807AF1382CDGPRG01,20180807AF1383PRGCDG01,20180809AF1888CDGOTP01,20180807AF1230CDGMXP01]";"crew205"
7;"[20180810AF1753KBPCDG01,20180810AF1168CDGMAN01,20180810AF1169MANCDG01,20180808AF1597CMNCDG01,20180809AF1259RBACDG01,20180809AF1652CDGKBP01,20180808AF1358CDGRBA01]";"crew206"
6;"[20180807AF1767FLRCDG01,20180807AF1567FLRCDG01,20180806AF1291CTACDG01,20180807AF1766CDGFLR01,20180806AF1266CDGFLR01,20180806AF1290CDGCTA01]";"crew207"
4;"[20180805AF1229BLQCDG01,20180805AF1443GVACDG01,20180805AF1442CDGGVA01,20180805AF1228CDGBLQ01]";"crew208"
2;"[20180807AF1181LHRCDG01,20180807AF1080CDGLHR01]";"crew209"
8;"[20180809AF1062CDGARN01,20180809AF7643LYSCDG01,20180807AF1213LINCDG01,20180809AF1063ARNCDG01,20180808AF1843GVACDG01,20180808AF1415ZRHCDG01,20180808AF7644CDGLYS01,20180807AF1614CDGZRH01]";"crew210"
7;"[20180807AF1889OTPCDG01,20180805AF1597CMNCDG01,20180806AF1259RBACDG01,20180807AF7527TLSCDG01,20180807AF7524CDGTLS01,20180806AF1088CDGOTP01,20180805AF1358CDGRBA01]";"crew211"
2;"[20180808AF1844CDGSVO01,20180809AF1745SVOCDG01]";"crew212"
6;"[20180808AF1668CDGMAN01,20180808AF1596CDGCMN01,20180808AF1669MANCDG01,20180809AF1744CDGSVO01,20180809AF1497CMNCDG01,20180810AF1845SVOCDG01]";"crew213"
2;"[20180805AF1844CDGSVO01,20180806AF1745SVOCDG01]";"crew214"
1;"[20180810AF1844CDGSVO01]";"crew215"
3;"[20180805AF1611HAMCDG01,20180805AF1301MADCDG01,20180805AF1300CDGMAD01]";"crew216"
3;"[20180806AF1243GVACDG01,20180806AF7587FSCCDG01,20180806AF7586CDGFSC01]";"crew217"
4;"[20180805AF1801MADCDG01,20180805AF1462CDGARN01,20180806AF1263ARNCDG01,20180805AF1800CDGMAD01]";"crew218"
6;"[20180807AF1051CPHCDG01,20180807AF1263ARNCDG01,20180806AF1462CDGARN01,20180806AF7731NTECDG01,20180806AF7730CDGNTE01,20180807AF1050CDGCPH01]";"crew219"
4;"[20180807AF7705NCECDG01,20180808AF1401MADCDG01,20180808AF1146CDGWAW01,20180808AF1147WAWCDG01]";"crew220"
4;"[20180809AF7711NCECDG01,20180808AF7710CDGNCE01,20180808AF7517TLSCDG01,20180808AF7516CDGTLS01]";"crew221"
6;"[20180809AF1462CDGARN01,20180810AF7637BODCDG01,20180809AF7637BODCDG01,20180810AF1263ARNCDG01,20180810AF7634CDGBOD01,20180809AF7634CDGBOD01]";"crew222"
2;"[20180806AF1844CDGSVO01,20180807AF1745SVOCDG01]";"crew223"
3;"[20180807AF1744CDGSVO01,20180807AF1681LHRCDG01,20180808AF1145SVOCDG01]";"crew224"
3;"[20180805AF1533ATHCDG01,20180805AF1043GVACDG01,20180805AF1042CDGGVA01]";"crew225"
1;"[20180806AF1145SVOCDG01]";"crew226"
4;"[20180807AF1755ALGCDG01,20180807AF7629BODCDG01,20180807AF1754CDGALG01,20180805AF7634CDGBOD01]";"crew227"
3;"[20180809AF1755ALGCDG01,20180809AF7629BODCDG01,20180809AF1754CDGALG01]";"crew228"
5;"[20180807AF1048CDGBCN01,20180807AF1855ALGCDG01,20180806AF1597CMNCDG01,20180806AF1354CDGALG01,20180807AF1049BCNCDG01]";"crew229"
8;"[20180808AF1823MUCCDG01,20180809AF1601MADCDG01,20180807AF1253BGOCDG01,20180807AF1252CDGBGO01,20180808AF1400CDGMAD01,20180809AF7527TLSCDG01,20180807AF1122CDGMUC01,20180809AF7524CDGTLS01]";"crew230"
3;"[20180809AF1123MUCCDG01,20180810AF1033ATHCDG01,20180809AF1532CDGATH01]";"crew231"
6;"[20180809AF1781LHRCDG01,20180808AF1281LHRCDG01,20180809AF1844CDGSVO01,20180810AF1745SVOCDG01,20180808AF1280CDGLHR01,20180808AF1380CDGLHR01]";"crew232"
8;"[20180812AF1754CDGALG01,20180812AF7629BODCDG01,20180812AF1755ALGCDG01,20180810AF1184CDGTUN01,20180810AF1185TUNCDG01,20180810AF7630CDGBOD01,20180811A56029BODAJA01,20180811A56030AJABOD01]";"crew233"
3;"[20180812AF1101MADCDG01,20180812AF1100CDGMAD01,20180810AF1032CDGATH01]";"crew234"
4;"[20180808AF1744CDGSVO01,20180810AF1081LHRCDG01,20180809AF1845SVOCDG01,20180809AF1580CDGLHR01]";"crew235"
3;"[20180805AF1081LHRCDG01,20180805AF1044CDGSVO01,20180806AF1845SVOCDG01]";"crew236"
7;"[20180806AF7725NTECDG01,20180807AF1381LHRCDG01,20180806AF1695BUDCDG01,20180805AF1294CDGBUD01,20180806AF7720CDGNTE01,20180805AF1145SVOCDG01,20180806AF1780CDGLHR01]";"crew237"
4;"[20180806AF1401MADCDG01,20180807AF1463ARNCDG01,20180808AF1033ATHCDG01,20180807AF1532CDGATH01]";"crew238"
5;"[20180806AF7705NCECDG01,20180807AF1401MADCDG01,20180809AF1033ATHCDG01,20180808AF1463ARNCDG01,20180808AF1532CDGATH01]";"crew239"
9;"[20180809AF1284CDGTUN01,20180806AF1681LHRCDG01,20180809AF1381LHRCDG01,20180808AF1695BUDCDG01,20180806AF1744CDGSVO01,20180807AF1294CDGBUD01,20180807AF1145SVOCDG01,20180809AF1285TUNCDG01,20180808AF1580CDGLHR01]";"crew240"
10;"[20180806AF1184CDGTUN01,20180807AF1781LHRCDG01,20180809AF1889OTPCDG01,20180807AF1144CDGSVO01,20180809AF1043GVACDG01,20180808AF1045SVOCDG01,20180806AF1185TUNCDG01,20180806AF1380CDGLHR01,20180808AF1088CDGOTP01,20180809AF1042CDGGVA01]";"crew241"
5;"[20180809AF1225LISCDG01,20180806AF7637BODCDG01,20180809AF7621BODCDG01,20180806AF7630CDGBOD01,20180809AF1224CDGLIS01]";"crew242"
10;"[20180810AF1023MUCCDG01,20180807AF1801MADCDG01,20180808AF1601MADCDG01,20180810AF1851CPHCDG01,20180808AF1246CDGWAW01,20180807AF1400CDGMAD01,20180807AF1800CDGMAD01,20180809AF1347WAWCDG01,20180810AF1022CDGMUC01,20180809AF1350CDGCPH01]";"crew243"
7;"[20180809AF1597CMNCDG01,20180811AF1889OTPCDG01,20180810AF1259RBACDG01,20180811AF7527TLSCDG01,20180811AF7524CDGTLS01,20180809AF1358CDGRBA01,20180810AF1088CDGOTP01]";"crew244"
6;"[20180809AF1496CDGCMN01,20180811AF1844CDGSVO01,20180810AF1597CMNCDG01,20180811AF1259RBACDG01,20180812AF1745SVOCDG01,20180810AF1358CDGRBA01]";"crew245"
6;"[20180811AF1596CDGCMN01,20180810AF1596CDGCMN01,20180811AF1497CMNCDG01,20180812AF1497CMNCDG01,20180810AF1229BLQCDG01,20180810AF1228CDGBLQ01]";"crew246"
8;"[20180810AF1889OTPCDG01,20180808AF1144CDGSVO01,20180810AF1043GVACDG01,20180809AF1045SVOCDG01,20180808AF1259RBACDG01,20180809AF1088CDGOTP01,20180810AF1042CDGGVA01,20180807AF1358CDGRBA01]";"crew247"
5;"[20180808AF1140CDGAMS01,20180808AF7713NCECDG01,20180809A54023BODLYS01,20180808AF1141AMSCDG01,20180808AF7630CDGBOD01]";"crew248"
1;"[20180804AF1132CDGATH01]";"crew249"
1;"[20180804AF1132CDGATH01]";"crew250"
3;"[20180806AF1615ZRHCDG01,20180806AF1239VIECDG01,20180806AF1238CDGVIE01]";"crew251"
2;"[20180810AF1754CDGALG01,20180810AF1755ALGCDG01]";"crew252"
1;"[20180804AF1132CDGATH01]";"crew253"
2;"[20180806AF1755ALGCDG01,20180806AF1754CDGALG01]";"crew254"
2;"[20180808AF1755ALGCDG01,20180808AF1754CDGALG01]";"crew255"
2;"[20180807AF1833ATHCDG01,20180807AF1832CDGATH01]";"crew256"
4;"[20180808AF7685MPLCDG01,20180808AF1379NAPCDG01,20180808AF7686CDGMPL01,20180808AF1378CDGNAP01]";"crew257"
4;"[20180805AF1191IBZCDG01,20180805AF7685MPLCDG01,20180805AF7686CDGMPL01,20180805AF1190CDGIBZ01]";"crew258"
6;"[20180809AF1533ATHCDG01,20180809AF1441AMSCDG01,20180808AF1343GVACDG01,20180809AF1440CDGAMS01,20180808AF1032CDGATH01,20180808AF1342CDGGVA01]";"crew259"
6;"[20180809AF1788CDGSOF01,20180810AF1581LHRCDG01,20180809AF1789SOFCDG01,20180810AF1459RBACDG01,20180809AF1380CDGLHR01,20180810AF1458CDGRBA01]";"crew260"
6;"[20180809AF1281LHRCDG01,20180809AF1354CDGALG01,20180810AF1051CPHCDG01,20180810AF1855ALGCDG01,20180809AF1280CDGLHR01,20180810AF1050CDGCPH01]";"crew261"
6;"[20180810AF1511HAMCDG01,20180810AF1462CDGARN01,20180811AF1755ALGCDG01,20180811AF1263ARNCDG01,20180811AF1754CDGALG01,20180810AF1510CDGHAM01]";"crew262"
2;"[20180809AF1833ATHCDG01,20180809AF1832CDGATH01]";"crew263"
2;"[20180806AF1788CDGSOF01,20180806AF1789SOFCDG01]";"crew264"
2;"[20180806AF1459RBACDG01,20180806AF1458CDGRBA01]";"crew265"
2;"[20180808AF1459RBACDG01,20180808AF1458CDGRBA01]";"crew266"
2;"[20180809AF1146CDGWAW01,20180809AF1147WAWCDG01]";"crew267"
2;"[20180809AF1196CDGCMN01,20180809AF1197CMNCDG01]";"crew268"
2;"[20180810AF1788CDGSOF01,20180810AF1789SOFCDG01]";"crew269"
6;"[20180806AF1062CDGARN01,20180805AF1511HAMCDG01,20180806AF7643LYSCDG01,20180806AF1063ARNCDG01,20180805AF1510CDGHAM01,20180805AF7648CDGLYS01]";"crew270"
4;"[20180808AF1801MADCDG01,20180809AF1851CPHCDG01,20180808AF1800CDGMAD01,20180808AF1350CDGCPH01]";"crew271"
5;"[20180806AF1889OTPCDG01,20180806AF7715NCECDG01,20180806AF7708CDGNCE01,20180805AF1259RBACDG01,20180805AF1088CDGOTP01]";"crew272"
2;"[20180805AF1181LHRCDG01,20180805AF1080CDGLHR01]";"crew273"
2;"[20180807AF1181LHRCDG01,20180807AF1080CDGLHR01]";"crew274"
3;"[20180805AF7715NCECDG01,20180805AF1533ATHCDG01,20180805AF7708CDGNCE01]";"crew275"
6;"[20180806AF1767FLRCDG01,20180805AF1589OTPCDG01,20180806AF1231MXPCDG01,20180806AF1766CDGFLR01,20180805AF1630CDGMXP01,20180805AF1588CDGOTP01]";"crew276"
4;"[20180805AF1462CDGARN01,20180805AF1801MADCDG01,20180806AF1263ARNCDG01,20180805AF1800CDGMAD01]";"crew277"
6;"[20180806AF1291CTACDG01,20180807AF1767FLRCDG01,20180807AF1567FLRCDG01,20180807AF1766CDGFLR01,20180806AF1266CDGFLR01,20180806AF1290CDGCTA01]";"crew278"
3;"[20180807AF1441AMSCDG01,20180807AF1727VCECDG01,20180807AF1440CDGAMS01]";"crew279"
4;"[20180808AF1441AMSCDG01,20180808AF1727VCECDG01,20180807AF1226CDGVCE01,20180808AF1440CDGAMS01]";"crew280"
5;"[20180807AF7731NTECDG01,20180808AF7643LYSCDG01,20180808AF1063ARNCDG01,20180807AF7730CDGNTE01,20180807AF7648CDGLYS01]";"crew281"
4;"[20180808AF1465LEDCDG01,20180808AF7715NCECDG01,20180807AF1664CDGLED01,20180808AF7708CDGNCE01]";"crew282"
6;"[20180810AF1231MXPCDG01,20180809AF7731NTECDG01,20180810AF1767FLRCDG01,20180809AF7730CDGNTE01,20180810AF1766CDGFLR01,20180809AF1630CDGMXP01]";"crew283"
6;"[20180810AF1291CTACDG01,20180811AF1043GVACDG01,20180811AF1567FLRCDG01,20180810AF1266CDGFLR01,20180810AF1290CDGCTA01,20180811AF1042CDGGVA01]";"crew284"
6;"[20180811AF1581LHRCDG01,20180810AF1281LHRCDG01,20180811AF1659PMICDG01,20180810AF1380CDGLHR01,20180810AF1280CDGLHR01,20180811AF1658CDGPMI01]";"crew285"
3;"[20180805AF1231MXPCDG01,20180805AF1441AMSCDG01,20180805AF1440CDGAMS01]";"crew286"
3;"[20180805AF1043GVACDG01,20180805AF1533ATHCDG01,20180805AF1042CDGGVA01]";"crew287"
3;"[20180806AF1615ZRHCDG01,20180806AF1239VIECDG01,20180806AF1238CDGVIE01]";"crew288"
4;"[20180807AF1754CDGALG01,20180807AF7629BODCDG01,20180807AF1755ALGCDG01,20180805AF7634CDGBOD01]";"crew289"
3;"[20180809AF1754CDGALG01,20180809AF7629BODCDG01,20180809AF1755ALGCDG01]";"crew290"
9;"[20180805AF7731NTECDG01,20180806AF1443GVACDG01,20180806AF1815ZRHCDG01,20180807AF1615ZRHCDG01,20180807AF1239VIECDG01,20180805AF7730CDGNTE01,20180807AF1238CDGVIE01,20180806AF1814CDGZRH01,20180805AF1242CDGGVA01]";"crew291"
3;"[20180807AF1101MADCDG01,20180807AF1711HAMCDG01,20180807AF1100CDGMAD01]";"crew292"
5;"[20180807AF1049BCNCDG01,20180806AF1354CDGALG01,20180806AF1597CMNCDG01,20180807AF1855ALGCDG01,20180807AF1048CDGBCN01]";"crew293"
