"nbAct";"listAct";"crew_id"
4;"[20180808AF1664CDGLED01,20180809AF1465LEDCDG01,20180809AF1043GVACDG01,20180809AF1042CDGGVA01]";"crew432"
2;"[20180808AF1596CDGCMN01,20180809AF1497CMNCDG01]";"crew433"
7;"[20180808AF1294CDGBUD01,20180809AF7720CDGNTE01,20180811AF7711NCECDG01,20180809AF1695BUDCDG01,20180810A54001NTELYS01,20180808AF1643GVACDG01,20180808AF1642CDGGVA01]";"crew434"
2;"[20180809AF7624CDGBOD01,20180811AF1341AMSCDG01]";"crew435"
8;"[20180808AF1601MADCDG01,20180809AF1597CMNCDG01,20180811AF1443GVACDG01,20180810AF1259RBACDG01,20180811AF7527TLSCDG01,20180811AF7524CDGTLS01,20180810AF1242CDGGVA01,20180809AF1358CDGRBA01]";"crew436"
2;"[20180805AF1140CDGAMS01,20180805AF1141AMSCDG01]";"crew437"
2;"[20180805AF1232CDGATH01,20180805AF1233ATHCDG01]";"crew438"
2;"[20180810AF1232CDGATH01,20180810AF1233ATHCDG01]";"crew439"
2;"[20180805AF1554CDGALG01,20180805AF1555ALGCDG01]";"crew440"
2;"[20180807AF1554CDGALG01,20180807AF1555ALGCDG01]";"crew441"
2;"[20180810AF1554CDGALG01,20180810AF1555ALGCDG01]";"crew442"
2;"[20180810AF1430CDGORN01,20180810AF1431ORNCDG01]";"crew443"
2;"[20180807AF1001MADCDG01,20180807AF1000CDGMAD01]";"crew444"
2;"[20180805AF1084CDGTUN01,20180805AF1085TUNCDG01]";"crew445"
2;"[20180805AF1784CDGTUN01,20180806AF1785TUNCDG01]";"crew446"
2;"[20180808AF1784CDGTUN01,20180809AF1785TUNCDG01]";"crew447"
1;"[20180810AF1784CDGTUN01]";"crew448"
2;"[20180808AF1844CDGSVO01,20180809AF1745SVOCDG01]";"crew449"
2;"[20180806AF1164CDGBHX01,20180806AF1165BHXCDG01]";"crew450"
2;"[20180809AF1228CDGBLQ01,20180809AF1229BLQCDG01]";"crew451"
2;"[20180808AF1665LEDCDG01,20180807AF1464CDGLED01]";"crew452"
2;"[20180809AF1665LEDCDG01,20180808AF1464CDGLED01]";"crew453"
6;"[20180809AF1744CDGSVO01,20180809AF1497CMNCDG01,20180808AF1596CDGCMN01,20180808AF1668CDGMAN01,20180808AF1669MANCDG01,20180810AF1845SVOCDG01]";"crew454"
7;"[20180811AF1150CDGCPH01,20180811AF1151CPHCDG01,20180810AF7689MPLCDG01,20180810AF7681MPLCDG01,20180810AF1726CDGVCE01,20180811AF1327VCECDG01,20180810AF7688CDGMPL01]";"crew455"
4;"[20180810AF1886CDGEDI01,20180810AF7730CDGNTE01,20180812AF1887EDICDG01,20180810AF7731NTECDG01]";"crew456"
4;"[20180809AF1422CDGMUC01,20180809AF7713NCECDG01,20180809AF1423MUCCDG01,20180809AF7710CDGNCE01]";"crew457"
2;"[20180806AF1233ATHCDG01,20180806AF1232CDGATH01]";"crew458"
2;"[20180808AF1233ATHCDG01,20180808AF1232CDGATH01]";"crew459"
2;"[20180806AF1554CDGALG01,20180806AF1555ALGCDG01]";"crew460"
2;"[20180808AF1554CDGALG01,20180808AF1555ALGCDG01]";"crew461"
2;"[20180806AF1430CDGORN01,20180806AF1431ORNCDG01]";"crew462"
2;"[20180808AF1430CDGORN01,20180808AF1431ORNCDG01]";"crew463"
2;"[20180809AF1430CDGORN01,20180809AF1431ORNCDG01]";"crew464"
4;"[20180805AF1229BLQCDG01,20180805AF1443GVACDG01,20180805AF1442CDGGVA01,20180805AF1228CDGBLQ01]";"crew465"
4;"[20180807AF1560CDGZAG01,20180807AF1561ZAGCDG01,20180807AF1115ZRHCDG01,20180807AF1114CDGZRH01]";"crew466"
4;"[20180809AF1817DUBCDG01,20180809AF1681LHRCDG01,20180809AF1816CDGDUB01,20180809AF1680CDGLHR01]";"crew467"
2;"[20180808AF1001MADCDG01,20180808AF1000CDGMAD01]";"crew468"
5;"[20180809AF1750CDGCPH01,20180810AF1427VCECDG01,20180810AF1247WAWCDG01,20180809AF1751CPHCDG01,20180809AF1346CDGWAW01]";"crew469"
2;"[20180805AF1844CDGSVO01,20180806AF1745SVOCDG01]";"crew470"
1;"[20180810AF1844CDGSVO01]";"crew471"
1;"[20180805AF1785TUNCDG01]";"crew472"
2;"[20180807AF1784CDGTUN01,20180808AF1785TUNCDG01]";"crew473"
2;"[20180809AF1784CDGTUN01,20180810AF1785TUNCDG01]";"crew474"
3;"[20180806AF1300CDGMAD01,20180806AF1351CPHCDG01,20180806AF1301MADCDG01]";"crew475"
6;"[20180806AF1114CDGZRH01,20180807AF1830CDGMXP01,20180806AF1710CDGHAM01,20180806AF1115ZRHCDG01,20180807AF1611HAMCDG01,20180807AF1831MXPCDG01]";"crew476"
6;"[20180807AF1342CDGGVA01,20180807AF1146CDGWAW01,20180808AF7627BODCDG01,20180808AF1243GVACDG01,20180807AF1147WAWCDG01,20180808AF7622CDGBOD01]";"crew477"
7;"[20180809AF1642CDGGVA01,20180810AF1150CDGCPH01,20180810AF1151CPHCDG01,20180809AF1643GVACDG01,20180809AF7681MPLCDG01,20180809AF1726CDGVCE01,20180810AF1327VCECDG01]";"crew478"
1;"[20180805AF384VLEDCDG01]";"crew479"
2;"[20180806AF1665LEDCDG01,20180805AF1464CDGLED01]";"crew480"
2;"[20180807AF1665LEDCDG01,20180806AF1464CDGLED01]";"crew481"
1;"[20180810AF1464CDGLED01]";"crew482"
3;"[20180807AF7688CDGMPL01,20180807AF7689MPLCDG01,20180807AF7681MPLCDG01]";"crew483"
4;"[20180806AF1280CDGLHR01,20180806AF1844CDGSVO01,20180806AF1281LHRCDG01,20180807AF1745SVOCDG01]";"crew484"
4;"[20180807AF1280CDGLHR01,20180807AF1844CDGSVO01,20180807AF1281LHRCDG01,20180808AF1745SVOCDG01]";"crew485"
3;"[20180808AF1145SVOCDG01,20180807AF1744CDGSVO01,20180807AF1681LHRCDG01]";"crew486"
6;"[20180808AF1328CDGBLQ01,20180809AF1366CDGFLR01,20180809AF1029BLQCDG01,20180808AF1454CDGALG01,20180808AF1455ALGCDG01,20180809AF1367FLRCDG01]";"crew487"
4;"[20180808AF7516CDGTLS01,20180808AF7710CDGNCE01,20180808AF7517TLSCDG01,20180809AF7711NCECDG01]";"crew488"
4;"[20180809AF7688CDGMPL01,20180810AF1497CMNCDG01,20180809AF1596CDGCMN01,20180809AF7689MPLCDG01]";"crew489"
3;"[20180809AF1328CDGBLQ01,20180810AF1029BLQCDG01,20180809AF1301MADCDG01]";"crew490"
6;"[20180809AF7588CDGAJA01,20180810AF7736CDGBES01,20180809AF1510CDGHAM01,20180810AF7739BESCDG01,20180809AF7589AJACDG01,20180810AF1611HAMCDG01]";"crew491"
2;"[20180809AF1044CDGSVO01,20180810AF1145SVOCDG01]";"crew492"
4;"[20180809AF1630CDGMXP01,20180809AF7730CDGNTE01,20180810AF1231MXPCDG01,20180809AF7731NTECDG01]";"crew493"
2;"[20180810AF1854CDGALG01,20180811AF1355ALGCDG01]";"crew494"
2;"[20180802AF1258CDGRBA01,20180804AF1359RBACDG01]";"crew495"
6;"[20180809AF1258CDGRBA01,20180810AF1258CDGRBA01,20180809AF1164CDGBHX01,20180809AF1165BHXCDG01,20180811AF1359RBACDG01,20180810AF1359RBACDG01]";"crew496"
2;"[20180807AF1463ARNCDG01,20180806AF1401MADCDG01]";"crew497"
3;"[20180805AF1146CDGWAW01,20180805AF1243GVACDG01,20180805AF1147WAWCDG01]";"crew498"
6;"[20180811AF1722CDGMUC01,20180810AF1614CDGZRH01,20180812AF1123MUCCDG01,20180810AF1001MADCDG01,20180811AF1415ZRHCDG01,20180810AF1000CDGMAD01]";"crew499"
3;"[20180805AF1830CDGMXP01,20180805AF1831MXPCDG01,20180805AF7681MPLCDG01]";"crew500"
6;"[20180810AF1114CDGZRH01,20180811AF1830CDGMXP01,20180811AF1611HAMCDG01,20180811AF1831MXPCDG01,20180810AF1710CDGHAM01,20180810AF1115ZRHCDG01]";"crew501"
1;"[20180806AF1145SVOCDG01]";"crew502"
5;"[20180806AF1147WAWCDG01,20180806AF1146CDGWAW01,20180805AF1033ATHCDG01,20180806AF1463ARNCDG01,20180805AF1262CDGARN01]";"crew503"
6;"[20180805AF1328CDGBLQ01,20180806AF1532CDGATH01,20180806AF1029BLQCDG01,20180805AF1428CDGOPO01,20180807AF1033ATHCDG01,20180805AF1429OPOCDG01]";"crew504"
4;"[20180805AF1780CDGLHR01,20180806AF1044CDGSVO01,20180806AF1081LHRCDG01,20180807AF1845SVOCDG01]";"crew505"
10;"[20180805AF7516CDGTLS01,20180807AF1150CDGCPH01,20180807AF1151CPHCDG01,20180806AF7689MPLCDG01,20180806AF7681MPLCDG01,20180806AF1726CDGVCE01,20180807AF1327VCECDG01,20180805AF7517TLSCDG01,20180806AF7688CDGMPL01,20180805AF7680CDGMPL01]";"crew506"
1;"[20180806AF1822CDGMUC01]";"crew507"
4;"[20180807AF1532CDGATH01,20180808AF1033ATHCDG01,20180806AF7705NCECDG01,20180807AF1401MADCDG01]";"crew508"
6;"[20180807AF7652CDGLYS01,20180806AF7517TLSCDG01,20180807AF7620CDGBOD01,20180807AF7625BODCDG01,20180808AF7645LYSCDG01,20180807AF7651LYSCDG01]";"crew509"
7;"[20180808AF7689MPLCDG01,20180808AF7681MPLCDG01,20180809AF1426CDGVCE01,20180808AF1726CDGVCE01,20180809AF1427VCECDG01,20180809AF1327VCECDG01,20180808AF7688CDGMPL01]";"crew510"
6;"[20180809AF7652CDGLYS01,20180807AF1258CDGRBA01,20180808AF1258CDGRBA01,20180809AF7643LYSCDG01,20180808AF1359RBACDG01,20180809AF1359RBACDG01]";"crew511"
6;"[20180807AF1230CDGMXP01,20180807AF1382CDGPRG01,20180809AF1463ARNCDG01,20180808AF1262CDGARN01,20180808AF1631MXPCDG01,20180807AF1383PRGCDG01]";"crew512"
4;"[20180807AF1780CDGLHR01,20180808AF1044CDGSVO01,20180808AF1081LHRCDG01,20180809AF1145SVOCDG01]";"crew513"
6;"[20180807AF7660CDGMRS01,20180808A56274FSCNTE01,20180809AF1411HAMCDG01,20180808A56229BODFSC01,20180807AF7669MRSCDG01,20180807AF7624CDGBOD01]";"crew514"
8;"[20180807AF1614CDGZRH01,20180808AF7644CDGLYS01,20180808AF1415ZRHCDG01,20180809AF1063ARNCDG01,20180808AF1843GVACDG01,20180809AF1062CDGARN01,20180809AF7643LYSCDG01,20180807AF1213LINCDG01]";"crew515"
3;"[20180808AF1532CDGATH01,20180808AF1463ARNCDG01,20180809AF1033ATHCDG01]";"crew516"
5;"[20180809AF1022CDGMUC01,20180809AF1727VCECDG01,20180807AF7684CDGMPL01,20180809AF1023MUCCDG01,20180808AF7683MPLCDG01]";"crew517"
3;"[20180810AF1722CDGMUC01,20180810AF1723MUCCDG01,20180810AF1123MUCCDG01]";"crew518"
5;"[20180810AF1224CDGLIS01,20180810AF7621BODCDG01,20180809AF1351CPHCDG01,20180810AF1225LISCDG01,20180809AF7622CDGBOD01]";"crew519"
6;"[20180808AF7660CDGMRS01,20180808AF7652CDGLYS01,20180810AF1463ARNCDG01,20180809AF1262CDGARN01,20180809AF7651LYSCDG01,20180808AF7669MRSCDG01]";"crew520"
3;"[20180809AF1532CDGATH01,20180810AF1033ATHCDG01,20180809AF1123MUCCDG01]";"crew521"
10;"[20180808AF7586CDGFSC01,20180810AF7640CDGLYS01,20180809AF1230CDGMXP01,20180809AF1830CDGMXP01,20180808AF7587FSCCDG01,20180809AF1611HAMCDG01,20180810AF7641LYSCDG01,20180810AF1631MXPCDG01,20180809AF1831MXPCDG01,20180808AF1510CDGHAM01]";"crew522"
6;"[20180808AF1380CDGLHR01,20180808AF1280CDGLHR01,20180809AF1844CDGSVO01,20180808AF1281LHRCDG01,20180809AF1781LHRCDG01,20180810AF1745SVOCDG01]";"crew523"
4;"[20180810AF1028CDGBLQ01,20180812AF1029BLQCDG01,20180810AF1801MADCDG01,20180810AF1800CDGMAD01]";"crew524"
4;"[20180808AF1886CDGEDI01,20180808AF7730CDGNTE01,20180810AF1887EDICDG01,20180808AF7731NTECDG01]";"crew525"
1;"[20180805AF1355ALGCDG01]";"crew526"
1;"[20180805AF1355ALGCDG01]";"crew527"
3;"[20180805AF1284CDGTUN01,20180805AF1381LHRCDG01,20180805AF1285TUNCDG01]";"crew528"
2;"[20180805AF1239VIECDG01,20180805AF1238CDGVIE01]";"crew529"
5;"[20180806AF1722CDGMUC01,20180805AF1580CDGLHR01,20180805AF1845SVOCDG01,20180806AF1381LHRCDG01,20180806AF1723MUCCDG01]";"crew530"
5;"[20180806AF1722CDGMUC01,20180805AF1580CDGLHR01,20180806AF1723MUCCDG01,20180806AF1381LHRCDG01,20180805AF1845SVOCDG01]";"crew531"
3;"[20180805AF1044CDGSVO01,20180805AF1081LHRCDG01,20180806AF1845SVOCDG01]";"crew532"
3;"[20180805AF1351CPHCDG01,20180805AF1620CDGTLV01,20180806AF1321TLVCDG01]";"crew533"
3;"[20180805AF1722CDGMUC01,20180805AF1089OTPCDG01,20180806AF1123MUCCDG01]";"crew534"
2;"[20180806AF1285TUNCDG01,20180806AF1284CDGTUN01]";"crew535"
5;"[20180805AF1722CDGMUC01,20180805AF1089OTPCDG01,20180806AF1123MUCCDG01,20180806AF1284CDGTUN01,20180806AF1285TUNCDG01]";"crew536"
5;"[20180806AF7736CDGBES01,20180805AF1532CDGATH01,20180806AF7739BESCDG01,20180805AF1463ARNCDG01,20180806AF1033ATHCDG01]";"crew537"
7;"[20180807AF1740CDGAMS01,20180806AF1258CDGRBA01,20180805AF1258CDGRBA01,20180807AF1741AMSCDG01,20180805AF1359RBACDG01,20180806AF1359RBACDG01,20180807AF1359RBACDG01]";"crew538"
9;"[20180806AF1780CDGLHR01,20180806AF1695BUDCDG01,20180806AF7725NTECDG01,20180807AF1381LHRCDG01,20180807AF1284CDGTUN01,20180807AF1285TUNCDG01,20180806AF7720CDGNTE01,20180805AF1145SVOCDG01,20180805AF1294CDGBUD01]";"crew539"
7;"[20180806AF1850CDGCPH01,20180806AF7625BODCDG01,20180807AF1351CPHCDG01,20180806AF7651LYSCDG01,20180807AF1301MADCDG01,20180807AF1300CDGMAD01,20180806AF7620CDGBOD01]";"crew540"
6;"[20180807AF1580CDGLHR01,20180805AF1888CDGOTP01,20180806AF1854CDGALG01,20180807AF1355ALGCDG01,20180806AF1089OTPCDG01,20180807AF1581LHRCDG01]";"crew541"
4;"[20180808AF1642CDGGVA01,20180806A54126LYSBOD01,20180808AF1643GVACDG01,20180808AF7651LYSCDG01]";"crew542"
11;"[20180808AF1722CDGMUC01,20180807AF1722CDGMUC01,20180806AF1642CDGGVA01,20180806AF1614CDGZRH01,20180805AF1230CDGMXP01,20180806AF1643GVACDG01,20180805AF1423MUCCDG01,20180808AF1123MUCCDG01,20180808AF1723MUCCDG01,20180806AF1631MXPCDG01,20180807AF1415ZRHCDG01]";"crew543"
10;"[20180806AF1497CMNCDG01,20180807AF1695BUDCDG01,20180808AF7721NTECDG01,20180805AF1669MANCDG01,20180805AF1668CDGMAN01,20180805AF1596CDGCMN01,20180808AF1411HAMCDG01,20180807AF7720CDGNTE01,20180808AF1410CDGHAM01,20180806AF1294CDGBUD01]";"crew544"
6;"[20180806AF1580CDGLHR01,20180807AF1044CDGSVO01,20180805AF1854CDGALG01,20180806AF1355ALGCDG01,20180807AF1081LHRCDG01,20180808AF1845SVOCDG01]";"crew545"
6;"[20180810AF1580CDGLHR01,20180811AF1044CDGSVO01,20180809AF1854CDGALG01,20180810AF1355ALGCDG01,20180811AF1081LHRCDG01,20180812AF1845SVOCDG01]";"crew546"
7;"[20180806AF1180CDGLHR01,20180808AF1284CDGTUN01,20180805AF1069MANCDG01,20180806AF1465LEDCDG01,20180808AF1381LHRCDG01,20180808AF1285TUNCDG01,20180805AF1664CDGLED01]";"crew547"
9;"[20180806AF7646CDGLYS01,20180806AF7732CDGBES01,20180807AF1346CDGWAW01,20180807AF7739BESCDG01,20180806AF7649LYSCDG01,20180808AF1426CDGVCE01,20180808AF1247WAWCDG01,20180808AF1427VCECDG01,20180806AF1727VCECDG01]";"crew548"
4;"[20180805AF1886CDGEDI01,20180805AF1494CDGBUD01,20180805AF1495BUDCDG01,20180807AF1887EDICDG01]";"crew549"
11;"[20180808AF1150CDGCPH01,20180805AF1140CDGAMS01,20180807AF1340CDGAMS01,20180807AF1726CDGVCE01,20180808AF1327VCECDG01,20180805AF7684CDGMPL01,20180807AF7737BESCDG01,20180808AF1151CPHCDG01,20180805AF1141AMSCDG01,20180807AF1341AMSCDG01,20180806AF7683MPLCDG01]";"crew550"
9;"[20180808AF1580CDGLHR01,20180806AF1744CDGSVO01,20180808AF1695BUDCDG01,20180809AF1381LHRCDG01,20180806AF1681LHRCDG01,20180809AF1284CDGTUN01,20180809AF1285TUNCDG01,20180807AF1145SVOCDG01,20180807AF1294CDGBUD01]";"crew551"
6;"[20180806AF1888CDGOTP01,20180808AF1888CDGOTP01,20180807AF1854CDGALG01,20180808AF1355ALGCDG01,20180809AF1089OTPCDG01,20180807AF1089OTPCDG01]";"crew552"
6;"[20180807AF1888CDGOTP01,20180809AF1888CDGOTP01,20180808AF1854CDGALG01,20180809AF1355ALGCDG01,20180808AF1089OTPCDG01,20180810AF1089OTPCDG01]";"crew553"
5;"[20180809AF1224CDGLIS01,20180809AF7621BODCDG01,20180806AF7637BODCDG01,20180809AF1225LISCDG01,20180806AF7630CDGBOD01]";"crew554"
10;"[20180810AF1830CDGMXP01,20180808AF1497CMNCDG01,20180809AF1695BUDCDG01,20180810AF7721NTECDG01,20180807AF1669MANCDG01,20180810AF1831MXPCDG01,20180807AF1668CDGMAN01,20180807AF1596CDGCMN01,20180809AF7720CDGNTE01,20180808AF1294CDGBUD01]";"crew555"
3;"[20180810AF1665LEDCDG01,20180809AF1081LHRCDG01,20180809AF1464CDGLED01]";"crew556"
5;"[20180808AF1680CDGLHR01,20180810AF1351CPHCDG01,20180808AF1681LHRCDG01,20180810AF1620CDGTLV01,20180811AF1321TLVCDG01]";"crew557"
6;"[20180809AF1580CDGLHR01,20180808AF1744CDGSVO01,20180810AF1044CDGSVO01,20180810AF1081LHRCDG01,20180809AF1845SVOCDG01,20180811AF1845SVOCDG01]";"crew558"
6;"[_20180809AF452CDGAMM01,20180808AF1190CDGIBZ01,20180808AF1180CDGLHR01,_20180810AF487AMMCDG01,20180808AF1191IBZCDG01,20180809AF1581LHRCDG01]";"crew559"
9;"[20180809AF7516CDGTLS01,20180810AF6208ORYNCE01,20180811AF7721NTECDG01,20180811AF1411HAMCDG01,20180809AF7517TLSCDG01,20180811AF1410CDGHAM01,20180810AF6255BODORY01,20180810A53362NCENTE01,20180809AF7624CDGBOD01]";"crew560"
4;"[20180809AF7684CDGMPL01,20180809AF1589OTPCDG01,20180811AF7689MPLCDG01,20180811AF7681MPLCDG01]";"crew561"
6;"[20180810AF1358CDGRBA01,20180811AF1844CDGSVO01,20180810AF1597CMNCDG01,20180809AF1496CDGCMN01,20180812AF1745SVOCDG01,20180811AF1259RBACDG01]";"crew562"
6;"[20180810AF1228CDGBLQ01,20180812AF1497CMNCDG01,20180811AF1497CMNCDG01,20180810AF1229BLQCDG01,20180810AF1596CDGCMN01,20180811AF1596CDGCMN01]";"crew563"
1;"[20180810AF1532CDGATH01]";"crew564"
3;"[20180810AF1888CDGOTP01,20180811AF1854CDGALG01,20180811AF1089OTPCDG01]";"crew565"
3;"[20180805AF1197CMNCDG01,20180805AF1581LHRCDG01,20180805AF1196CDGCMN01]";"crew566"
2;"[20180807AF1138CDGVIE01,20180807AF1139VIECDG01]";"crew567"
2;"[20180808AF1138CDGVIE01,20180808AF1139VIECDG01]";"crew568"
2;"[20180805AF1395BUDCDG01,20180805AF1394CDGBUD01]";"crew569"
2;"[20180806AF1001MADCDG01,20180806AF1000CDGMAD01]";"crew570"
4;"[20180806AF7629BODCDG01,20180806AF7669MRSCDG01,20180806AF7624CDGBOD01,20180806AF7660CDGMRS01]";"crew571"
2;"[20180807AF1225LISCDG01,20180807AF1224CDGLIS01]";"crew572"
3;"[20180805AF1643GVACDG01,20180805AF7651LYSCDG01,20180805AF1642CDGGVA01]";"crew573"
3;"[20180805AF1300CDGMAD01,20180805AF1611HAMCDG01,20180805AF1301MADCDG01]";"crew574"
3;"[20180806AF7587FSCCDG01,20180806AF1243GVACDG01,20180806AF7586CDGFSC01]";"crew575"
3;"[20180807AF1063ARNCDG01,20180807AF1062CDGARN01,20180807AF7643LYSCDG01]";"crew576"
6;"[20180807AF1083PRGCDG01,20180806AF1229BLQCDG01,20180807AF1082CDGPRG01,20180807AF1497CMNCDG01,20180806AF1596CDGCMN01,20180806AF1228CDGBLQ01]";"crew577"
6;"[20180807AF1710CDGHAM01,20180807AF7517TLSCDG01,20180808AF1611HAMCDG01,20180808AF1831MXPCDG01,20180808AF1830CDGMXP01,20180807AF7516CDGTLS01]";"crew578"
4;"[20180808AF1147WAWCDG01,20180808AF1146CDGWAW01,20180807AF7705NCECDG01,20180808AF1401MADCDG01]";"crew579"
5;"[20180811AF1351CPHCDG01,20180811AF1301MADCDG01,20180810AF7669MRSCDG01,20180810AF1850CDGCPH01,20180810AF7660CDGMRS01]";"crew580"
4;"[20180810AF1300CDGMAD01,20180811AF1123MUCCDG01,20180810AF1301MADCDG01,20180810AF1822CDGMUC01]";"crew581"
6;"[20180810AF1147WAWCDG01,20180811AF7620CDGBOD01,20180811AF7737BESCDG01,20180811AF7625BODCDG01,20180810AF1146CDGWAW01,20180810AF7738CDGBES01]";"crew582"
1;"[20180804AF1132CDGATH01]";"crew583"
