"leg_id";"type";"aircraft";"depAirport";"arrAirport";"depTime";"arrTime"
"________20180806AF1726CDGVCE01 ";"LEG";"FGRXM";"CDG ";"VCE ";"2018-08-06T10:50:00Z";"2018-08-06T12:30:00Z"
"________20180810AF1726CDGVCE01 ";"LEG";"FGRHM";"CDG ";"VCE ";"2018-08-10T10:50:00Z";"2018-08-10T12:30:00Z"
"________20180809AF7710CDGNCE01 ";"LEG";"FGRXA";"CDG ";"NCE ";"2018-08-09T10:05:00Z";"2018-08-09T11:35:00Z"
"________20180808AF7710CDGNCE01 ";"LEG";"FGRHY";"CDG ";"NCE ";"2018-08-08T10:05:00Z";"2018-08-08T11:35:00Z"
"________20180808AF7708CDGNCE01 ";"LEG";"FGRXC";"CDG ";"NCE ";"2018-08-08T16:15:00Z";"2018-08-08T17:45:00Z"
"________20180806AF7708CDGNCE01 ";"LEG";"FGRXJ";"CDG ";"NCE ";"2018-08-06T16:15:00Z";"2018-08-06T17:45:00Z"
"________20180805AF7708CDGNCE01 ";"LEG";"FGRHM";"CDG ";"NCE ";"2018-08-05T16:15:00Z";"2018-08-05T17:45:00Z"
"________20180810AF7708CDGNCE01 ";"LEG";"FGRHV";"CDG ";"NCE ";"2018-08-10T16:15:00Z";"2018-08-10T17:45:00Z"
"________20180809AF7730CDGNTE01 ";"LEG";"FGRXD";"CDG ";"NTE ";"2018-08-09T14:55:00Z";"2018-08-09T15:55:00Z"
"________20180808AF7730CDGNTE01 ";"LEG";"FGRXA";"CDG ";"NTE ";"2018-08-08T14:55:00Z";"2018-08-08T15:55:00Z"
"________20180807AF7730CDGNTE01 ";"LEG";"FGRHZ";"CDG ";"NTE ";"2018-08-07T14:55:00Z";"2018-08-07T15:55:00Z"
"________20180806AF7730CDGNTE01 ";"LEG";"FGRHK";"CDG ";"NTE ";"2018-08-06T14:55:00Z";"2018-08-06T15:55:00Z"
"________20180805AF7730CDGNTE01 ";"LEG";"FGRHU";"CDG ";"NTE ";"2018-08-05T14:55:00Z";"2018-08-05T15:55:00Z"
"________20180810AF7730CDGNTE01 ";"LEG";"FGRHT";"CDG ";"NTE ";"2018-08-10T14:55:00Z";"2018-08-10T15:55:00Z"
"________20180807AF1185TUNCDG01 ";"LEG";"FGRHH";"TUN ";"CDG ";"2018-08-07T15:15:00Z";"2018-08-07T17:45:00Z"
"________20180807AF1285TUNCDG01 ";"LEG";"FGRHZ";"TUN ";"CDG ";"2018-08-07T11:30:00Z";"2018-08-07T14:00:00Z"
"________20180806AF1785TUNCDG01 ";"LEG";"FGRHZ";"TUN ";"CDG ";"2018-08-06T01:00:00Z";"2018-08-06T03:30:00Z"
"________20180806AF1185TUNCDG01 ";"LEG";"FGRHZ";"TUN ";"CDG ";"2018-08-06T15:15:00Z";"2018-08-06T17:45:00Z"
"________20180806AF1285TUNCDG01 ";"LEG";"FGRXA";"TUN ";"CDG ";"2018-08-06T11:30:00Z";"2018-08-06T14:00:00Z"
"________20180805AF1785TUNCDG01 ";"LEG";"FGRHY";"TUN ";"CDG ";"2018-08-05T00:54:00Z";"2018-08-05T03:19:00Z"
"________20180805AF1185TUNCDG01 ";"LEG";"FGRHH";"TUN ";"CDG ";"2018-08-05T15:50:00Z";"2018-08-05T18:23:00Z"
"________20180805AF1085TUNCDG01 ";"LEG";"FGRHU";"TUN ";"CDG ";"2018-08-05T10:34:00Z";"2018-08-05T12:54:00Z"
"________20180805AF1285TUNCDG01 ";"LEG";"FGRHZ";"TUN ";"CDG ";"2018-08-05T12:09:00Z";"2018-08-05T14:39:00Z"
"________20180810AF1785TUNCDG01 ";"LEG";"FGRHZ";"TUN ";"CDG ";"2018-08-10T01:00:00Z";"2018-08-10T03:30:00Z"
"________20180810AF1185TUNCDG01 ";"LEG";"FGRXL";"TUN ";"CDG ";"2018-08-10T15:15:00Z";"2018-08-10T17:45:00Z"
"________20180810AF1285TUNCDG01 ";"LEG";"FGRHT";"TUN ";"CDG ";"2018-08-10T11:30:00Z";"2018-08-10T14:00:00Z"
"________20180809AF1785TUNCDG01 ";"LEG";"FGRXM";"TUN ";"CDG ";"2018-08-09T01:00:00Z";"2018-08-09T03:30:00Z"
"________20180809AF1285TUNCDG01 ";"LEG";"FGRXD";"TUN ";"CDG ";"2018-08-09T11:30:00Z";"2018-08-09T14:00:00Z"
"________20180808AF1785TUNCDG01 ";"LEG";"FGRXL";"TUN ";"CDG ";"2018-08-08T01:00:00Z";"2018-08-08T03:30:00Z"
"________20180808AF1185TUNCDG01 ";"LEG";"FGRHS";"TUN ";"CDG ";"2018-08-08T15:15:00Z";"2018-08-08T17:45:00Z"
"________20180808AF1285TUNCDG01 ";"LEG";"FGRXA";"TUN ";"CDG ";"2018-08-08T11:30:00Z";"2018-08-08T14:00:00Z"
"________20180805AF7517TLSCDG01 ";"LEG";"FGRHY";"TLS ";"CDG ";"2018-08-05T08:29:00Z";"2018-08-05T09:44:00Z"
"________20180807AF7517TLSCDG01 ";"LEG";"FGRHL";"TLS ";"CDG ";"2018-08-07T07:30:00Z";"2018-08-07T09:05:00Z"
"________20180809AF7517TLSCDG01 ";"LEG";"FGRHZ";"TLS ";"CDG ";"2018-08-09T07:30:00Z";"2018-08-09T09:05:00Z"
"________20180808AF7517TLSCDG01 ";"LEG";"FGRHY";"TLS ";"CDG ";"2018-08-08T07:30:00Z";"2018-08-08T09:05:00Z"
"________20180805AF1239VIECDG01 ";"LEG";"FGRHY";"VIE ";"CDG ";"2018-08-05T18:10:00Z";"2018-08-05T20:15:00Z"
"________20180807AF1239VIECDG01 ";"LEG";"FGRHU";"VIE ";"CDG ";"2018-08-07T18:10:00Z";"2018-08-07T20:15:00Z"
"________20180807AF1139VIECDG01 ";"LEG";"FGRHF";"VIE ";"CDG ";"2018-08-07T08:05:00Z";"2018-08-07T10:10:00Z"
"________20180806AF1239VIECDG01 ";"LEG";"FGRHL";"VIE ";"CDG ";"2018-08-06T18:10:00Z";"2018-08-06T20:15:00Z"
"________20180810AF1239VIECDG01 ";"LEG";"FGRHU";"VIE ";"CDG ";"2018-08-10T18:10:00Z";"2018-08-10T20:15:00Z"
"________20180808AF1139VIECDG01 ";"LEG";"FGRHK";"VIE ";"CDG ";"2018-08-08T08:05:00Z";"2018-08-08T10:10:00Z"
"________20180807AF1727VCECDG01 ";"LEG";"FGRXM";"VCE ";"CDG ";"2018-08-07T13:15:00Z";"2018-08-07T15:05:00Z"
"________20180806AF1727VCECDG01 ";"LEG";"FGRXM";"VCE ";"CDG ";"2018-08-06T13:15:00Z";"2018-08-06T15:05:00Z"
"________20180810AF1727VCECDG01 ";"LEG";"FGRHM";"VCE ";"CDG ";"2018-08-10T13:15:00Z";"2018-08-10T15:05:00Z"
"________20180809AF1727VCECDG01 ";"LEG";"FGRHO";"VCE ";"CDG ";"2018-08-09T13:15:00Z";"2018-08-09T15:05:00Z"
"________20180808AF1727VCECDG01 ";"LEG";"FGRHM";"VCE ";"CDG ";"2018-08-08T13:15:00Z";"2018-08-08T15:05:00Z"
"________20180805AF1147WAWCDG01 ";"LEG";"FGRHF";"WAW ";"CDG ";"2018-08-05T10:40:00Z";"2018-08-05T12:59:00Z"
"________20180806AF1147WAWCDG01 ";"LEG";"FGRHS";"WAW ";"CDG ";"2018-08-06T10:40:00Z";"2018-08-06T13:05:00Z"
"________20180807AF1147WAWCDG01 ";"LEG";"FGRHO";"WAW ";"CDG ";"2018-08-07T10:40:00Z";"2018-08-07T13:05:00Z"
"________20180810AF1147WAWCDG01 ";"LEG";"FGRHH";"WAW ";"CDG ";"2018-08-10T10:40:00Z";"2018-08-10T13:05:00Z"
"________20180808AF1147WAWCDG01 ";"LEG";"FGRXJ";"WAW ";"CDG ";"2018-08-08T10:40:00Z";"2018-08-08T13:05:00Z"
"________20180809AF1347WAWCDG01 ";"LEG";"FGRXC";"WAW ";"CDG ";"2018-08-09T14:15:00Z";"2018-08-09T16:40:00Z"
"________20180809AF1147WAWCDG01 ";"LEG";"FGRHK";"WAW ";"CDG ";"2018-08-09T10:40:00Z";"2018-08-09T13:05:00Z"
"________20180807AF1615ZRHCDG01 ";"LEG";"FGRHU";"ZRH ";"CDG ";"2018-08-07T13:05:00Z";"2018-08-07T14:25:00Z"
"________20180807AF1115ZRHCDG01 ";"LEG";"FGRXL";"ZRH ";"CDG ";"2018-08-07T07:40:00Z";"2018-08-07T09:00:00Z"
"________20180806AF1615ZRHCDG01 ";"LEG";"FGRHL";"ZRH ";"CDG ";"2018-08-06T13:05:00Z";"2018-08-06T14:25:00Z"
"________20180806AF1115ZRHCDG01 ";"LEG";"FGRXL";"ZRH ";"CDG ";"2018-08-06T07:40:00Z";"2018-08-06T09:00:00Z"
"________20180810AF1615ZRHCDG01 ";"LEG";"FGRHU";"ZRH ";"CDG ";"2018-08-10T13:05:00Z";"2018-08-10T14:25:00Z"
"________20180810AF1115ZRHCDG01 ";"LEG";"FGRXJ";"ZRH ";"CDG ";"2018-08-10T07:40:00Z";"2018-08-10T09:00:00Z"
"________20180807AF1561ZAGCDG01 ";"LEG";"FGRXL";"ZAG ";"CDG ";"2018-08-07T13:10:00Z";"2018-08-07T15:10:00Z"
"________20180807AF7624CDGBOD01 ";"LEG";"FGRHR";"CDG ";"BOD ";"2018-08-07T10:15:00Z";"2018-08-07T11:30:00Z"
"________20180806AF7624CDGBOD01 ";"LEG";"FGRHK";"CDG ";"BOD ";"2018-08-06T10:15:00Z";"2018-08-06T11:30:00Z"
"________20180809AF7624CDGBOD01 ";"LEG";"FGRHZ";"CDG ";"BOD ";"2018-08-09T10:15:00Z";"2018-08-09T11:30:00Z"
"________20180809AF7634CDGBOD01 ";"LEG";"FGRHV";"CDG ";"BOD ";"2018-08-09T14:15:00Z";"2018-08-09T15:30:00Z"
"________20180807AF7620CDGBOD01 ";"LEG";"FGRHY";"CDG ";"BOD ";"2018-08-07T06:15:00Z";"2018-08-07T07:30:00Z"
"________20180806AF7620CDGBOD01 ";"LEG";"FGRHF";"CDG ";"BOD ";"2018-08-06T06:15:00Z";"2018-08-06T07:30:00Z"
"________20180809AF7630CDGBOD01 ";"LEG";"FGRXA";"CDG ";"BOD ";"2018-08-09T19:05:00Z";"2018-08-09T20:20:00Z"
"________20180808AF7630CDGBOD01 ";"LEG";"FGRHY";"CDG ";"BOD ";"2018-08-08T19:05:00Z";"2018-08-08T20:20:00Z"
"________20180809AF7622CDGBOD01 ";"LEG";"FGRHF";"CDG ";"BOD ";"2018-08-09T07:35:00Z";"2018-08-09T08:50:00Z"
"________20180808AF1664CDGLED01 ";"LEG";"FGRHT";"CDG ";"LED ";"2018-08-08T16:05:00Z";"2018-08-08T19:20:00Z"
"________20180808AF1464CDGLED01 ";"LEG";"FGRXC";"CDG ";"LED ";"2018-08-08T07:30:00Z";"2018-08-08T10:50:00Z"
"________20180809AF1664CDGLED01 ";"LEG";"FGRHB";"CDG ";"LED ";"2018-08-09T16:05:00Z";"2018-08-09T19:20:00Z"
"________20180809AF1464CDGLED01 ";"LEG";"FGRHU";"CDG ";"LED ";"2018-08-09T07:30:00Z";"2018-08-09T10:50:00Z"
"________20180810AF1664CDGLED01 ";"LEG";"FGRHL";"CDG ";"LED ";"2018-08-10T16:05:00Z";"2018-08-10T19:20:00Z"
"________20180810AF1464CDGLED01 ";"LEG";"FGRHB";"CDG ";"LED ";"2018-08-10T07:30:00Z";"2018-08-10T10:50:00Z"
"________20180806AF1664CDGLED01 ";"LEG";"FGRXA";"CDG ";"LED ";"2018-08-06T16:05:00Z";"2018-08-06T19:20:00Z"
"________20180806AF1464CDGLED01 ";"LEG";"FGRXD";"CDG ";"LED ";"2018-08-06T07:30:00Z";"2018-08-06T10:50:00Z"
"________20180807AF1664CDGLED01 ";"LEG";"FGRXC";"CDG ";"LED ";"2018-08-07T16:05:00Z";"2018-08-07T19:20:00Z"
"________20180807AF1464CDGLED01 ";"LEG";"FGRXA";"CDG ";"LED ";"2018-08-07T07:30:00Z";"2018-08-07T10:50:00Z"
"________20180804AF1664CDGLED01 ";"LEG";"FGRHO";"CDG ";"LED ";"2018-08-04T16:32:00Z";"2018-08-04T19:25:00Z"
"________20180805AF1664CDGLED01 ";"LEG";"FGRXD";"CDG ";"LED ";"2018-08-05T16:05:00Z";"2018-08-05T19:20:00Z"
"________20180805AF1464CDGLED01 ";"LEG";"FGRXC";"CDG ";"LED ";"2018-08-05T07:30:00Z";"2018-08-05T10:39:00Z"
"________20180809AF1800CDGMAD01 ";"LEG";"FGRHF";"CDG ";"MAD ";"2018-08-09T12:50:00Z";"2018-08-09T14:55:00Z"
"________20180808AF1000CDGMAD01 ";"LEG";"FGRHU";"CDG ";"MAD ";"2018-08-08T05:00:00Z";"2018-08-08T07:05:00Z"
"________20180808AF1800CDGMAD01 ";"LEG";"FGRHF";"CDG ";"MAD ";"2018-08-08T12:50:00Z";"2018-08-08T14:55:00Z"
"________20180810AF1300CDGMAD01 ";"LEG";"FGRXC";"CDG ";"MAD ";"2018-08-10T07:05:00Z";"2018-08-10T09:10:00Z"
"________20180810AF1100CDGMAD01 ";"LEG";"FGRXJ";"CDG ";"MAD ";"2018-08-10T15:15:00Z";"2018-08-10T17:20:00Z"
"________20180810AF1000CDGMAD01 ";"LEG";"FGRHU";"CDG ";"MAD ";"2018-08-10T05:00:00Z";"2018-08-10T07:05:00Z"
"________20180810AF1800CDGMAD01 ";"LEG";"FGRHK";"CDG ";"MAD ";"2018-08-10T12:50:00Z";"2018-08-10T14:55:00Z"
"________20180805AF1500CDGMAD01 ";"LEG";"FGRHV";"CDG ";"MAD ";"2018-08-05T14:30:00Z";"2018-08-05T16:40:00Z"
"________20180805AF1300CDGMAD01 ";"LEG";"FGRHT";"CDG ";"MAD ";"2018-08-05T07:07:00Z";"2018-08-05T08:57:00Z"
"________20180805AF1800CDGMAD01 ";"LEG";"FGRHS";"CDG ";"MAD ";"2018-08-05T13:28:00Z";"2018-08-05T15:33:00Z"
"________20180807AF1400CDGMAD01 ";"LEG";"FGRXJ";"CDG ";"MAD ";"2018-08-07T18:50:00Z";"2018-08-07T21:00:00Z"
"________20180807AF1300CDGMAD01 ";"LEG";"FGRHV";"CDG ";"MAD ";"2018-08-07T07:05:00Z";"2018-08-07T09:10:00Z"
"________20180807AF1100CDGMAD01 ";"LEG";"FGRHL";"CDG ";"MAD ";"2018-08-07T15:15:00Z";"2018-08-07T17:20:00Z"
"________20180807AF1000CDGMAD01 ";"LEG";"FGRHS";"CDG ";"MAD ";"2018-08-07T05:00:00Z";"2018-08-07T07:05:00Z"
"________20180807AF1800CDGMAD01 ";"LEG";"FGRXJ";"CDG ";"MAD ";"2018-08-07T12:50:00Z";"2018-08-07T14:55:00Z"
"________20180806AF1300CDGMAD01 ";"LEG";"FGRHR";"CDG ";"MAD ";"2018-08-06T07:05:00Z";"2018-08-06T09:10:00Z"
"________20180806AF1100CDGMAD01 ";"LEG";"FGRXL";"CDG ";"MAD ";"2018-08-06T15:15:00Z";"2018-08-06T17:20:00Z"
"________20180806AF1000CDGMAD01 ";"LEG";"FGRHO";"CDG ";"MAD ";"2018-08-06T05:00:00Z";"2018-08-06T07:05:00Z"
"________20180805AF1494CDGBUD01 ";"LEG";"FGRHT";"CDG ";"BUD ";"2018-08-05T13:22:00Z";"2018-08-05T15:39:00Z"
"________20180805AF1394CDGBUD01 ";"LEG";"FGRXL";"CDG ";"BUD ";"2018-08-05T05:00:00Z";"2018-08-05T07:02:00Z"
"________20180809AF7688CDGMPL01 ";"LEG";"FGRXK";"CDG ";"MPL ";"2018-08-09T06:20:00Z";"2018-08-09T07:40:00Z"
"________20180808AF7688CDGMPL01 ";"LEG";"FGRHM";"CDG ";"MPL ";"2018-08-08T06:20:00Z";"2018-08-08T07:40:00Z"
"________20180810AF7688CDGMPL01 ";"LEG";"FGRHM";"CDG ";"MPL ";"2018-08-10T06:20:00Z";"2018-08-10T07:40:00Z"
"________20180807AF7688CDGMPL01 ";"LEG";"FGRHU";"CDG ";"MPL ";"2018-08-07T06:20:00Z";"2018-08-07T07:40:00Z"
"________20180806AF7688CDGMPL01 ";"LEG";"FGRXM";"CDG ";"MPL ";"2018-08-06T06:20:00Z";"2018-08-06T07:40:00Z"
"________20180809AF7684CDGMPL01 ";"LEG";"FGRHM";"CDG ";"MPL ";"2018-08-09T19:15:00Z";"2018-08-09T20:35:00Z"
"________20180808AF7684CDGMPL01 ";"LEG";"FGRHO";"CDG ";"MPL ";"2018-08-08T19:15:00Z";"2018-08-08T20:35:00Z"
"________20180810AF7684CDGMPL01 ";"LEG";"FGRHT";"CDG ";"MPL ";"2018-08-10T19:15:00Z";"2018-08-10T20:35:00Z"
"________20180807AF7684CDGMPL01 ";"LEG";"FGRHM";"CDG ";"MPL ";"2018-08-07T19:15:00Z";"2018-08-07T20:35:00Z"
"________20180806AF7684CDGMPL01 ";"LEG";"FGRHU";"CDG ";"MPL ";"2018-08-06T19:15:00Z";"2018-08-06T20:35:00Z"
"________20180805AF7684CDGMPL01 ";"LEG";"FGRXM";"CDG ";"MPL ";"2018-08-05T19:15:00Z";"2018-08-05T20:35:00Z"
"________20180809AF7686CDGMPL01 ";"LEG";"FGRHU";"CDG ";"MPL ";"2018-08-09T16:45:00Z";"2018-08-09T18:05:00Z"
"________20180808AF7686CDGMPL01 ";"LEG";"FGRHZ";"CDG ";"MPL ";"2018-08-08T16:45:00Z";"2018-08-08T18:05:00Z"
"________20180805AF7686CDGMPL01 ";"LEG";"FGRXL";"CDG ";"MPL ";"2018-08-05T16:45:00Z";"2018-08-05T18:05:00Z"
"________20180805AF7680CDGMPL01 ";"LEG";"FGRHY";"CDG ";"MPL ";"2018-08-05T10:41:00Z";"2018-08-05T11:52:00Z"
"____1533C4_1+ENT_1531397415000 ";"IMM";"FGRXE";"TLS ";"TLS ";"2018-07-27T16:00:00Z";"2018-08-13T23:59:00Z"
"_____1442TVX_DIVR1533025033000 ";"IMM";"FGRHM";"CDG ";"CDG ";"2018-08-06T12:00:00Z";"2018-08-07T02:00:00Z"
"_____1378LAV_DIVR1532952064000 ";"IMM";"FGRHB";"CDG ";"CDG ";"2018-08-04T23:00:00Z";"2018-08-05T03:15:00Z"
"_____2120TVX_DIVR1524204375000 ";"IMM";"FGRXM";"CDG ";"CDG ";"2018-08-09T23:00:00Z";"2018-08-10T12:00:00Z"
"_____1444DPN_DIVR1533443056000 ";"IMM";"FGRHO";"LED ";"LED ";"2018-08-05T02:00:00Z";"2018-08-05T09:30:00Z"
"_____1483TVX_DIVR1531147542000 ";"IMM";"FGRHT";"CDG ";"CDG ";"2018-08-05T23:00:00Z";"2018-08-06T12:00:00Z"
"_________1535A1_11534233600000 ";"IMM";"FGRXD";"CMN ";"CMN ";"2018-08-10T22:00:00Z";"2018-08-11T05:00:00Z"
"_________1482A3_11533196800000 ";"IMM";"FGRHS";"CMN ";"CMN ";"2018-08-09T22:00:00Z";"2018-08-10T05:00:00Z"
"___FGRHV_____CDG20180804164110 ";"INT";"FGRHV";"CDG ";"CDG ";"2018-08-05T23:00:00Z";"2018-08-06T02:00:00Z"
"___FGRHM_____CDG20180804080922 ";"INT";"FGRHM";"CDG ";"CDG ";"2018-08-05T23:00:00Z";"2018-08-06T02:00:00Z"
"___FGRHO_____CDG20180805075915 ";"INT";"FGRHO";"CDG ";"CDG ";"2018-08-05T23:00:00Z";"2018-08-06T02:00:00Z"
"___FGRXM_____CDG20180803082937 ";"INT";"FGRXM";"CDG ";"CDG ";"2018-08-04T23:00:00Z";"2018-08-05T02:00:00Z"
"___FGRHF_____CDG20180802120955 ";"INT";"FGRHF";"CDG ";"CDG ";"2018-08-06T23:00:00Z";"2018-08-07T02:00:00Z"
"___FGRXA_____CDG20180805075936 ";"INT";"FGRXA";"CDG ";"CDG ";"2018-08-08T23:00:00Z";"2018-08-09T02:00:00Z"
"___FGRHR_____CDG20180805075805 ";"INT";"FGRHR";"CDG ";"CDG ";"2018-08-06T23:00:00Z";"2018-08-07T02:00:00Z"
"___FGRHH_____ALG20180804100920 ";"INT";"FGRHH";"ALG ";"ALG ";"2018-08-05T23:00:00Z";"2018-08-06T02:00:00Z"
"___FGRXJ_____CDG20180805075835 ";"INT";"FGRXJ";"CDG ";"CDG ";"2018-08-06T23:00:00Z";"2018-08-07T02:00:00Z"
"___FGRXK_____CDG20180804081805 ";"INT";"FGRXK";"CDG ";"CDG ";"2018-08-08T23:00:00Z";"2018-08-09T02:00:00Z"
"___FGRHK_____CDG20180801142801 ";"INT";"FGRHK";"CDG ";"CDG ";"2018-08-05T23:00:00Z";"2018-08-06T02:00:00Z"
"___FGRHY_____CDG20180805052357 ";"INT";"FGRHY";"CDG ";"CDG ";"2018-08-10T20:35:00Z";"2018-08-10T21:00:00Z"
"___FGRHY_____CDG20180804125224 ";"INT";"FGRHY";"CDG ";"CDG ";"2018-08-05T23:00:00Z";"2018-08-06T02:00:00Z"
"___FGRXL_____CDG20180802183257 ";"INT";"FGRXL";"CDG ";"CDG ";"2018-08-07T20:35:00Z";"2018-08-07T21:00:00Z"
"___FGRHZ_____CDG20180803083504 ";"INT";"FGRHZ";"CDG ";"CDG ";"2018-08-08T23:00:00Z";"2018-08-09T02:00:00Z"
"___FGRXF_____CDG20180802043548 ";"INT";"FGRXF";"CDG ";"CDG ";"2018-08-05T23:00:00Z";"2018-08-06T02:00:00Z"
"___FGRXA_____CDG20180731094539 ";"INT";"FGRXA";"CDG ";"CDG ";"2018-08-04T23:00:00Z";"2018-08-05T02:00:00Z"
"___FGRHH_____CDG20180803083402 ";"INT";"FGRHH";"CDG ";"CDG ";"2018-08-04T23:00:00Z";"2018-08-05T02:00:00Z"
"___FGRXL_____CDG20180802083750 ";"INT";"FGRXL";"CDG ";"CDG ";"2018-08-04T23:00:00Z";"2018-08-05T02:00:00Z"
"___FGRHH_____CDG20180804080701 ";"INT";"FGRHH";"CDG ";"CDG ";"2018-08-06T23:00:00Z";"2018-08-07T02:00:00Z"
"___FGRHZ_____LHR20180805120128 ";"INT";"FGRHZ";"LHR ";"LHR ";"2018-08-06T21:30:00Z";"2018-08-07T02:00:00Z"
"___FGRHS_____RBA20180803161644 ";"INT";"FGRHS";"CPH ";"CPH ";"2018-08-04T23:00:00Z";"2018-08-05T02:00:00Z"
"___FGRHZ_____CDG20180804143609 ";"INT";"FGRHZ";"CDG ";"CDG ";"2018-08-09T20:35:00Z";"2018-08-09T21:15:00Z"
"___FGRHT_____CDG20180804083622 ";"INT";"FGRHT";"CDG ";"CDG ";"2018-08-06T23:00:00Z";"2018-08-07T02:00:00Z"
"___FGRHR_____CDG20180801141614 ";"INT";"FGRHR";"CDG ";"CDG ";"2018-08-04T23:00:00Z";"2018-08-05T02:00:00Z"
"___FGRHY_____CDG20180731094611 ";"INT";"FGRHY";"CDG ";"CDG ";"2018-08-05T23:00:00Z";"2018-08-06T02:00:00Z"
